date	CoreTem	SkinTem
7.7333333333E+000	3.7129023124E+001	3.3145055664E+001
7.7500000000E+000	3.7129272556E+001	3.3148655582E+001
7.7666666667E+000	3.7129521697E+001	3.3152244621E+001
7.7833333333E+000	3.7129770549E+001	3.3155822811E+001
7.8000000000E+000	3.7130019111E+001	3.3159390184E+001
7.8166666667E+000	3.7130267383E+001	3.3162946771E+001
7.8333333333E+000	3.7130515366E+001	3.3166492603E+001
7.8500000000E+000	3.7130763058E+001	3.3170027711E+001
7.8666666667E+000	3.7131010461E+001	3.3173552127E+001
7.8833333333E+000	3.7131257574E+001	3.3177065883E+001
7.9000000000E+000	3.7131504397E+001	3.3180569011E+001
7.9166666667E+000	3.7131750931E+001	3.3184061541E+001
7.9333333333E+000	3.7131997174E+001	3.3187543506E+001
7.9500000000E+000	3.7132243128E+001	3.3191014939E+001
7.9666666667E+000	3.7132488792E+001	3.3194475870E+001
7.9833333333E+000	3.7132734166E+001	3.3197926332E+001
8.0000000000E+000	3.7132979250E+001	3.3201366358E+001
8.0166666667E+000	3.7133224044E+001	3.3204795979E+001
8.0333333333E+000	3.7133468549E+001	3.3208215227E+001
8.0500000000E+000	3.7133712763E+001	3.3211624135E+001
8.0666666667E+000	3.7133956687E+001	3.3215022736E+001
8.0833333333E+000	3.7134200321E+001	3.3218411062E+001
8.1000000000E+000	3.7134443665E+001	3.3221789145E+001
8.1166666667E+000	3.7134686719E+001	3.3225157017E+001
8.1333333333E+000	3.7134929483E+001	3.3228514712E+001
8.1500000000E+000	3.7135171957E+001	3.3231862261E+001
8.1666666667E+000	3.7135414140E+001	3.3235199698E+001
8.1833333333E+000	3.7135656033E+001	3.3238527054E+001
8.2000000000E+000	3.7135897636E+001	3.3241844363E+001
8.2166666667E+000	3.7136138949E+001	3.3245151658E+001
8.2333333333E+000	3.7136379971E+001	3.3248448970E+001
8.2500000000E+000	3.7136620703E+001	3.3251736332E+001
8.2666666667E+000	3.7136861144E+001	3.3255013778E+001
8.2833333333E+000	3.7137101295E+001	3.3258281339E+001
8.3000000000E+000	3.7137341155E+001	3.3261539049E+001
8.3166666667E+000	3.7137580725E+001	3.3264786940E+001
8.3333333333E+000	3.7137820004E+001	3.3268025044E+001
8.3500000000E+000	3.7138058993E+001	3.3271253395E+001
8.3666666667E+000	3.7138297691E+001	3.3274472026E+001
8.3833333333E+000	3.7138536098E+001	3.3277680967E+001
8.4000000000E+000	3.7138774214E+001	3.3280880253E+001
8.4166666667E+000	3.7139012040E+001	3.3284069916E+001
8.4333333333E+000	3.7139249575E+001	3.3287249988E+001
8.4500000000E+000	3.7139486819E+001	3.3290420502E+001
8.4666666667E+000	3.7139723772E+001	3.3293581491E+001
8.4833333333E+000	3.7139960435E+001	3.3296732986E+001
8.5000000000E+000	3.7140196806E+001	3.3299875021E+001
8.5166666667E+000	3.7140432886E+001	3.3303007628E+001
8.5333333333E+000	3.7140668676E+001	3.3306130839E+001
8.5500000000E+000	3.7140904174E+001	3.3309244687E+001
8.5666666667E+000	3.7141139381E+001	3.3312349203E+001
8.5833333333E+000	3.7141374297E+001	3.3315444421E+001
8.6000000000E+000	3.7141608922E+001	3.3318530372E+001
8.6166666667E+000	3.7141843256E+001	3.3321607088E+001
8.6333333333E+000	3.7142077298E+001	3.3324674603E+001
8.6500000000E+000	3.7142311050E+001	3.3327732947E+001
8.6666666667E+000	3.7142544510E+001	3.3330782153E+001
8.6833333333E+000	3.7142777679E+001	3.3333822253E+001
8.7000000000E+000	3.7143010556E+001	3.3336853279E+001
8.7166666667E+000	3.7143243143E+001	3.3339875263E+001
8.7333333333E+000	3.7143475437E+001	3.3342888236E+001
8.7500000000E+000	3.7143707441E+001	3.3345892230E+001
8.7666666667E+000	3.7143939153E+001	3.3348887278E+001
8.7833333333E+000	3.7144170574E+001	3.3351873410E+001
8.8000000000E+000	3.7144401703E+001	3.3354850659E+001
8.8166666667E+000	3.7144632541E+001	3.3357819055E+001
8.8333333333E+000	3.7144863088E+001	3.3360778630E+001
8.8500000000E+000	3.7145093343E+001	3.3363729416E+001
8.8666666667E+000	3.7145323307E+001	3.3366671445E+001
8.8833333333E+000	3.7145552979E+001	3.3369604746E+001
8.9000000000E+000	3.7145782360E+001	3.3372529352E+001
8.9166666667E+000	3.7146011449E+001	3.3375445293E+001
8.9333333333E+000	3.7146240247E+001	3.3378352601E+001
8.9500000000E+000	3.7146468754E+001	3.3381251306E+001
8.9666666667E+000	3.7146696969E+001	3.3384141440E+001
8.9833333333E+000	3.7146924892E+001	3.3387023033E+001
9.0000000000E+000	3.7147152524E+001	3.3389896116E+001
9.0166666667E+000	3.7147379865E+001	3.3392760720E+001
9.0333333333E+000	3.7147606914E+001	3.3395616875E+001
9.0500000000E+000	3.7147833672E+001	3.3398464612E+001
9.0666666667E+000	3.7148060138E+001	3.3401303961E+001
9.0833333333E+000	3.7148286313E+001	3.3404134953E+001
9.1000000000E+000	3.7148512196E+001	3.3406957617E+001
9.1166666667E+000	3.7148737789E+001	3.3409771985E+001
9.1333333333E+000	3.7148963089E+001	3.3412578085E+001
9.1500000000E+000	3.7149188099E+001	3.3415375949E+001
9.1666666667E+000	3.7149412817E+001	3.3418165605E+001
9.1833333333E+000	3.7149637244E+001	3.3420947085E+001
9.2000000000E+000	3.7149861379E+001	3.3423720417E+001
9.2166666667E+000	3.7150085224E+001	3.3426485631E+001
9.2333333333E+000	3.7150308777E+001	3.3429242757E+001
9.2500000000E+000	3.7150532039E+001	3.3431991825E+001
9.2666666667E+000	3.7150755010E+001	3.3434732863E+001
9.2833333333E+000	3.7150977689E+001	3.3437465901E+001
9.3000000000E+000	3.7151200078E+001	3.3440190969E+001
9.3166666667E+000	3.7151422176E+001	3.3442908095E+001
9.3333333333E+000	3.7151643982E+001	3.3445617309E+001
9.3500000000E+000	3.7151865498E+001	3.3448318638E+001
9.3666666667E+000	3.7152086723E+001	3.3451012114E+001
9.3833333333E+000	3.7152307657E+001	3.3453697763E+001
9.4000000000E+000	3.7152528300E+001	3.3456375615E+001
9.4166666667E+000	3.7152748652E+001	3.3459045698E+001
9.4333333333E+000	3.7152968714E+001	3.3461708041E+001
9.4500000000E+000	3.7153188485E+001	3.3464362671E+001
9.4666666667E+000	3.7153407966E+001	3.3467009619E+001
9.4833333333E+000	3.7153627155E+001	3.3469648911E+001
9.5000000000E+000	3.7153846055E+001	3.3472280576E+001
9.5166666667E+000	3.7154064664E+001	3.3474904641E+001
9.5333333333E+000	3.7154282983E+001	3.3477521135E+001
9.5500000000E+000	3.7154501011E+001	3.3480130085E+001
9.5666666667E+000	3.7154718750E+001	3.3482731520E+001
9.5833333333E+000	3.7154936198E+001	3.3485325467E+001
9.6000000000E+000	3.7155153356E+001	3.3487911952E+001
9.6166666667E+000	3.7155370224E+001	3.3490491005E+001
9.6333333333E+000	3.7155586802E+001	3.3493062651E+001
9.6500000000E+000	3.7155803091E+001	3.3495626919E+001
9.6666666667E+000	3.7156019089E+001	3.3498183835E+001
9.6833333333E+000	3.7156234798E+001	3.3500733427E+001
9.7000000000E+000	3.7156450218E+001	3.3503275721E+001
9.7166666667E+000	3.7156665348E+001	3.3505810744E+001
9.7333333333E+000	3.7156880188E+001	3.3508338524E+001
9.7500000000E+000	3.7157094739E+001	3.3510859086E+001
9.7666666667E+000	3.7157309001E+001	3.3513372457E+001
9.7833333333E+000	3.7157522974E+001	3.3515878663E+001
9.8000000000E+000	3.7157736658E+001	3.3518377732E+001
9.8166666667E+000	3.7157950053E+001	3.3520869689E+001
9.8333333333E+000	3.7158163159E+001	3.3523354560E+001
9.8500000000E+000	3.7158375977E+001	3.3525832372E+001
9.8666666667E+000	3.7158588505E+001	3.3528303150E+001
9.8833333333E+000	3.7158800746E+001	3.3530766920E+001
9.9000000000E+000	3.7159012698E+001	3.3533223708E+001
9.9166666667E+000	3.7159224361E+001	3.3535673540E+001
9.9333333333E+000	3.7159435737E+001	3.3538116441E+001
9.9500000000E+000	3.7159646824E+001	3.3540552436E+001
9.9666666667E+000	3.7159857623E+001	3.3542981552E+001
9.9833333333E+000	3.7160068135E+001	3.3545403813E+001
1.0000000000E+001	3.7160278359E+001	3.3547819244E+001
1.0016666667E+001	3.7160488295E+001	3.3550227871E+001
1.0033333333E+001	3.7160697944E+001	3.3552629719E+001
1.0050000000E+001	3.7160907306E+001	3.3555024811E+001
1.0066666667E+001	3.7161116380E+001	3.3557413174E+001
1.0083333333E+001	3.7161325167E+001	3.3559794832E+001
1.0100000000E+001	3.7161533667E+001	3.3562169809E+001
1.0116666667E+001	3.7161741881E+001	3.3564538130E+001
1.0133333333E+001	3.7161949808E+001	3.3566899819E+001
1.0150000000E+001	3.7162157448E+001	3.3569254900E+001
1.0166666667E+001	3.7162364802E+001	3.3571603398E+001
1.0183333333E+001	3.7162571869E+001	3.3573945337E+001
1.0200000000E+001	3.7162778651E+001	3.3576280741E+001
1.0216666667E+001	3.7162985146E+001	3.3578609633E+001
1.0233333333E+001	3.7163191356E+001	3.3580932038E+001
1.0250000000E+001	3.7163397280E+001	3.3583247979E+001
1.0266666667E+001	3.7163602919E+001	3.3585557480E+001
1.0283333333E+001	3.7163808272E+001	3.3587860564E+001
1.0300000000E+001	3.7164013340E+001	3.3590157255E+001
1.0316666667E+001	3.7164218122E+001	3.3592447575E+001
1.0333333333E+001	3.7164422620E+001	3.3594731549E+001
1.0350000000E+001	3.7164626833E+001	3.3597009199E+001
1.0366666667E+001	3.7164830762E+001	3.3599280549E+001
1.0383333333E+001	3.7165034406E+001	3.3601545621E+001
1.0400000000E+001	3.7165237766E+001	3.3603804438E+001
1.0416666667E+001	3.7165440842E+001	3.3606057022E+001
1.0433333333E+001	3.7165643633E+001	3.3608303398E+001
1.0450000000E+001	3.7165846141E+001	3.3610543586E+001
1.0466666667E+001	3.7166048366E+001	3.3612777610E+001
1.0483333333E+001	3.7166250307E+001	3.3615005492E+001
1.0500000000E+001	3.7166451964E+001	3.3617227254E+001
1.0516666667E+001	3.7166653339E+001	3.3619442918E+001
1.0533333333E+001	3.7166854431E+001	3.3621652507E+001
1.0550000000E+001	3.7167055240E+001	3.3623856043E+001
1.0566666667E+001	3.7167255766E+001	3.3626053546E+001
1.0583333333E+001	3.7167456010E+001	3.3628245040E+001
1.0600000000E+001	3.7167655972E+001	3.3630430545E+001
1.0616666667E+001	3.7167855652E+001	3.3632610085E+001
1.0633333333E+001	3.7168055050E+001	3.3634783679E+001
1.0650000000E+001	3.7168254166E+001	3.3636951349E+001
1.0666666667E+001	3.7168453001E+001	3.3639113118E+001
1.0683333333E+001	3.7168651555E+001	3.3641269005E+001
1.0700000000E+001	3.7168849828E+001	3.3643419033E+001
1.0716666667E+001	3.7169047820E+001	3.3645563222E+001
1.0733333333E+001	3.7169245531E+001	3.3647701593E+001
1.0750000000E+001	3.7169442961E+001	3.3649834168E+001
1.0766666667E+001	3.7169640112E+001	3.3651960966E+001
1.0783333333E+001	3.7169836982E+001	3.3654082010E+001
1.0800000000E+001	3.7170033573E+001	3.3656197319E+001
1.0816666667E+001	3.7170229883E+001	3.3658306913E+001
1.0833333333E+001	3.7170425915E+001	3.3660410814E+001
1.0850000000E+001	3.7170621667E+001	3.3662509042E+001
1.0866666667E+001	3.7170817140E+001	3.3664601617E+001
1.0883333333E+001	3.7171012334E+001	3.3666688559E+001
1.0900000000E+001	3.7171207249E+001	3.3668769889E+001
1.0916666667E+001	3.7171401886E+001	3.3670845626E+001
1.0933333333E+001	3.7171596245E+001	3.3672915790E+001
1.0950000000E+001	3.7171790326E+001	3.3674980402E+001
1.0966666667E+001	3.7171984129E+001	3.3677039480E+001
1.0983333333E+001	3.7172177654E+001	3.3679093045E+001
1.1000000000E+001	3.7172370902E+001	3.3681141116E+001
1.1016666667E+001	3.7172563873E+001	3.3683183713E+001
1.1033333333E+001	3.7172756567E+001	3.3685220855E+001
1.1050000000E+001	3.7172948984E+001	3.3687252562E+001
1.1066666667E+001	3.7173141125E+001	3.3689278852E+001
1.1083333333E+001	3.7173332989E+001	3.3691299746E+001
1.1100000000E+001	3.7173524578E+001	3.3693315261E+001
1.1116666667E+001	3.7173715890E+001	3.3695325417E+001
1.1133333333E+001	3.7173906927E+001	3.3697330233E+001
1.1150000000E+001	3.7174097689E+001	3.3699329729E+001
1.1166666667E+001	3.7174288175E+001	3.3701323921E+001
1.1183333333E+001	3.7174478387E+001	3.3703312830E+001
1.1200000000E+001	3.7174668324E+001	3.3705296474E+001
1.1216666667E+001	3.7174857986E+001	3.3707274871E+001
1.1233333333E+001	3.7175047375E+001	3.3709248040E+001
1.1250000000E+001	3.7175236489E+001	3.3711215999E+001
1.1266666667E+001	3.7175425330E+001	3.3713178767E+001
1.1283333333E+001	3.7175613897E+001	3.3715136361E+001
1.1300000000E+001	3.7175802191E+001	3.3717088800E+001
1.1316666667E+001	3.7175990211E+001	3.3719036102E+001
1.1333333333E+001	3.7176177959E+001	3.3720978285E+001
1.1350000000E+001	3.7176365435E+001	3.3722915366E+001
1.1366666667E+001	3.7176552638E+001	3.3724847364E+001
1.1383333333E+001	3.7176739569E+001	3.3726774296E+001
1.1400000000E+001	3.7176926229E+001	3.3728696180E+001
1.1416666667E+001	3.7177112616E+001	3.3730613033E+001
1.1433333333E+001	3.7177298733E+001	3.3732524873E+001
1.1450000000E+001	3.7177484578E+001	3.3734431718E+001
1.1466666667E+001	3.7177670153E+001	3.3736333584E+001
1.1483333333E+001	3.7177855457E+001	3.3738230490E+001
1.1500000000E+001	3.7178040490E+001	3.3740122451E+001
1.1516666667E+001	3.7178225254E+001	3.3742009486E+001
1.1533333333E+001	3.7178409748E+001	3.3743891611E+001
1.1550000000E+001	3.7178593972E+001	3.3745768844E+001
1.1566666667E+001	3.7178777927E+001	3.3747641201E+001
1.1583333333E+001	3.7178961612E+001	3.3749508699E+001
1.1600000000E+001	3.7179145029E+001	3.3751371355E+001
1.1616666667E+001	3.7179328178E+001	3.3753229185E+001
1.1633333333E+001	3.7179511058E+001	3.3755082206E+001
1.1650000000E+001	3.7179693670E+001	3.3756930435E+001
1.1666666667E+001	3.7179876014E+001	3.3758773888E+001
1.1683333333E+001	3.7180058091E+001	3.3760612582E+001
1.1700000000E+001	3.7180239901E+001	3.3762446533E+001
1.1716666667E+001	3.7180421443E+001	3.3764275756E+001
1.1733333333E+001	3.7180602719E+001	3.3766100269E+001
1.1750000000E+001	3.7180783729E+001	3.3767920087E+001
1.1766666667E+001	3.7180964472E+001	3.3769735227E+001
1.1783333333E+001	3.7181144949E+001	3.3771545704E+001
1.1800000000E+001	3.7181325161E+001	3.3773351535E+001
1.1816666667E+001	3.7181505107E+001	3.3775152734E+001
1.1833333333E+001	3.7181684788E+001	3.3776949319E+001
1.1850000000E+001	3.7181864204E+001	3.3778741304E+001
1.1866666667E+001	3.7182043356E+001	3.3780528705E+001
1.1883333333E+001	3.7182222243E+001	3.3782311538E+001
1.1900000000E+001	3.7182400866E+001	3.3784089818E+001
1.1916666667E+001	3.7182579226E+001	3.3785863561E+001
1.1933333333E+001	3.7182757321E+001	3.3787632782E+001
1.1950000000E+001	3.7182935154E+001	3.3789397496E+001
1.1966666667E+001	3.7183112724E+001	3.3791157719E+001
1.1983333333E+001	3.7183290031E+001	3.3792913466E+001
1.2000000000E+001	3.7183467075E+001	3.3794664752E+001
1.2016666667E+001	3.7183643858E+001	3.3796411591E+001
1.2033333333E+001	3.7183820378E+001	3.3798153999E+001
1.2050000000E+001	3.7183996637E+001	3.3799891991E+001
1.2066666667E+001	3.7184172635E+001	3.3801625582E+001
1.2083333333E+001	3.7184348371E+001	3.3803354786E+001
1.2100000000E+001	3.7184523847E+001	3.3805079618E+001
1.2116666667E+001	3.7184699062E+001	3.3806800092E+001
1.2133333333E+001	3.7184874017E+001	3.3808516224E+001
1.2150000000E+001	3.7185048712E+001	3.3810228028E+001
1.2166666667E+001	3.7185223148E+001	3.3811935518E+001
1.2183333333E+001	3.7185397324E+001	3.3813638708E+001
1.2200000000E+001	3.7185571241E+001	3.3815337614E+001
1.2216666667E+001	3.7185744899E+001	3.3817032248E+001
1.2233333333E+001	3.7185918299E+001	3.3818722627E+001
1.2250000000E+001	3.7186091441E+001	3.3820408763E+001
1.2266666667E+001	3.7186264324E+001	3.3822090670E+001
1.2283333333E+001	3.7186436950E+001	3.3823768363E+001
1.2300000000E+001	3.7186609319E+001	3.3825441856E+001
1.2316666667E+001	3.7186781430E+001	3.3827111163E+001
1.2333333333E+001	3.7186953285E+001	3.3828776297E+001
1.2350000000E+001	3.7187124883E+001	3.3830437272E+001
1.2366666667E+001	3.7187296225E+001	3.3832094102E+001
1.2383333333E+001	3.7187467311E+001	3.3833746801E+001
1.2400000000E+001	3.7187638141E+001	3.3835395382E+001
1.2416666667E+001	3.7187808716E+001	3.3837039859E+001
1.2433333333E+001	3.7187979035E+001	3.3838680246E+001
1.2450000000E+001	3.7188149100E+001	3.3840316555E+001
1.2466666667E+001	3.7188318911E+001	3.3841948800E+001
1.2483333333E+001	3.7188488467E+001	3.3843576995E+001
1.2500000000E+001	3.7188657770E+001	3.3845201152E+001
1.2516666667E+001	3.7188826818E+001	3.3846821285E+001
1.2533333333E+001	3.7188995614E+001	3.3848437408E+001
1.2550000000E+001	3.7189164156E+001	3.3850049532E+001
1.2566666667E+001	3.7189332446E+001	3.3851657672E+001
1.2583333333E+001	3.7189500483E+001	3.3853261840E+001
1.2600000000E+001	3.7189668268E+001	3.3854862049E+001
1.2616666667E+001	3.7189835801E+001	3.3856458313E+001
1.2633333333E+001	3.7190003082E+001	3.3858050643E+001
1.2650000000E+001	3.7190170112E+001	3.3859639053E+001
1.2666666667E+001	3.7190336892E+001	3.3861223555E+001
1.2683333333E+001	3.7190503420E+001	3.3862804162E+001
1.2700000000E+001	3.7190669698E+001	3.3864380887E+001
1.2716666667E+001	3.7190835726E+001	3.3865953742E+001
1.2733333333E+001	3.7191001504E+001	3.3867522740E+001
1.2750000000E+001	3.7191167033E+001	3.3869087893E+001
1.2766666667E+001	3.7191332313E+001	3.3870649214E+001
1.2783333333E+001	3.7191497343E+001	3.3872206714E+001
1.2800000000E+001	3.7191662125E+001	3.3873760407E+001
1.2816666667E+001	3.7191826659E+001	3.3875310304E+001
1.2833333333E+001	3.7191990944E+001	3.3876856418E+001
1.2850000000E+001	3.7192154982E+001	3.3878398760E+001
1.2866666667E+001	3.7192318772E+001	3.3879937344E+001
1.2883333333E+001	3.7192482315E+001	3.3881472180E+001
1.2900000000E+001	3.7192645612E+001	3.3883003281E+001
1.2916666667E+001	3.7192808662E+001	3.3884530659E+001
1.2933333333E+001	3.7192971465E+001	3.3886054326E+001
1.2950000000E+001	3.7193134023E+001	3.3887574294E+001
1.2966666667E+001	3.7193296335E+001	3.3889090573E+001
1.2983333333E+001	3.7193458402E+001	3.3890603177E+001
1.3000000000E+001	3.7193620223E+001	3.3892112117E+001
1.3016666667E+001	3.7193781800E+001	3.3893617404E+001
1.3033333333E+001	3.7193943133E+001	3.3895119051E+001
1.3050000000E+001	3.7194104221E+001	3.3896617067E+001
1.3066666667E+001	3.7194265066E+001	3.3898111466E+001
1.3083333333E+001	3.7194425667E+001	3.3899602259E+001
1.3100000000E+001	3.7194586024E+001	3.3901089456E+001
1.3116666667E+001	3.7194746139E+001	3.3902573070E+001
1.3133333333E+001	3.7194906011E+001	3.3904053112E+001
1.3150000000E+001	3.7195065641E+001	3.3905529592E+001
1.3166666667E+001	3.7195225029E+001	3.3907002522E+001
1.3183333333E+001	3.7195384175E+001	3.3908471914E+001
1.3200000000E+001	3.7195543080E+001	3.3909937778E+001
1.3216666667E+001	3.7195701743E+001	3.3911400126E+001
1.3233333333E+001	3.7195860166E+001	3.3912858968E+001
1.3250000000E+001	3.7196018348E+001	3.3914314316E+001
1.3266666667E+001	3.7196176291E+001	3.3915766180E+001
1.3283333333E+001	3.7196333993E+001	3.3917214572E+001
1.3300000000E+001	3.7196491455E+001	3.3918659501E+001
1.3316666667E+001	3.7196648678E+001	3.3920100980E+001
1.3333333333E+001	3.7196805663E+001	3.3921539019E+001
1.3350000000E+001	3.7196962408E+001	3.3922973628E+001
1.3366666667E+001	3.7197118915E+001	3.3924404818E+001
1.3383333333E+001	3.7197275185E+001	3.3925832601E+001
1.3400000000E+001	3.7197431216E+001	3.3927256985E+001
1.3416666667E+001	3.7197587010E+001	3.3928677983E+001
1.3433333333E+001	3.7197742567E+001	3.3930095604E+001
1.3450000000E+001	3.7197897886E+001	3.3931509859E+001
1.3466666667E+001	3.7198052970E+001	3.3932920758E+001
1.3483333333E+001	3.7198207817E+001	3.3934328312E+001
1.3500000000E+001	3.7198362428E+001	3.3935732532E+001
1.3516666667E+001	3.7198516803E+001	3.3937133426E+001
1.3533333333E+001	3.7198670943E+001	3.3938531007E+001
1.3550000000E+001	3.7198824848E+001	3.3939925283E+001
1.3566666667E+001	3.7198978519E+001	3.3941316265E+001
1.3583333333E+001	3.7199131955E+001	3.3942703963E+001
1.3600000000E+001	3.7199285156E+001	3.3944088388E+001
1.3616666667E+001	3.7199438124E+001	3.3945469549E+001
1.3633333333E+001	3.7199590859E+001	3.3946847456E+001
1.3650000000E+001	3.7199743360E+001	3.3948222119E+001
1.3666666667E+001	3.7199895628E+001	3.3949593549E+001
1.3683333333E+001	3.7200047664E+001	3.3950961754E+001
1.3700000000E+001	3.7200199468E+001	3.3952326746E+001
1.3716666667E+001	3.7200351039E+001	3.3953688533E+001
1.3733333333E+001	3.7200502379E+001	3.3955047126E+001
1.3750000000E+001	3.7200653488E+001	3.3956402534E+001
1.3766666667E+001	3.7200804365E+001	3.3957754767E+001
1.3783333333E+001	3.7200955012E+001	3.3959103834E+001
1.3800000000E+001	3.7201105428E+001	3.3960449746E+001
1.3816666667E+001	3.7201255614E+001	3.3961792511E+001
1.3833333333E+001	3.7201405570E+001	3.3963132140E+001
1.3850000000E+001	3.7201555297E+001	3.3964468642E+001
1.3866666667E+001	3.7201704794E+001	3.3965802026E+001
1.3883333333E+001	3.7201854063E+001	3.3967132301E+001
1.3900000000E+001	3.7202003103E+001	3.3968459478E+001
1.3916666667E+001	3.7202151914E+001	3.3969783565E+001
1.3933333333E+001	3.7202300498E+001	3.3971104572E+001
1.3950000000E+001	3.7202448854E+001	3.3972422507E+001
1.3966666667E+001	3.7202596982E+001	3.3973737382E+001
1.3983333333E+001	3.7202744883E+001	3.3975049203E+001
1.4000000000E+001	3.7202892558E+001	3.3976357981E+001
1.4016666667E+001	3.7203040006E+001	3.3977663725E+001
1.4033333333E+001	3.7203187228E+001	3.3978966444E+001
1.4050000000E+001	3.7203334224E+001	3.3980266147E+001
1.4066666667E+001	3.7203480995E+001	3.3981562842E+001
1.4083333333E+001	3.7203627540E+001	3.3982856540E+001
1.4100000000E+001	3.7203773860E+001	3.3984147248E+001
1.4116666667E+001	3.7203919956E+001	3.3985434977E+001
1.4133333333E+001	3.7204065827E+001	3.3986719734E+001
1.4150000000E+001	3.7204211474E+001	3.3988001528E+001
1.4166666667E+001	3.7204356897E+001	3.3989280369E+001
1.4183333333E+001	3.7204502097E+001	3.3990556265E+001
1.4200000000E+001	3.7204647074E+001	3.3991829225E+001
1.4216666667E+001	3.7204791828E+001	3.3993099257E+001
1.4233333333E+001	3.7204936360E+001	3.3994366371E+001
1.4250000000E+001	3.7205080669E+001	3.3995630575E+001
1.4266666667E+001	3.7205224757E+001	3.3996891877E+001
1.4283333333E+001	3.7205368622E+001	3.3998150286E+001
1.4300000000E+001	3.7205512267E+001	3.3999405811E+001
1.4316666667E+001	3.7205655690E+001	3.4000658460E+001
1.4333333333E+001	3.7205798893E+001	3.4001908242E+001
1.4350000000E+001	3.7205941876E+001	3.4003155165E+001
1.4366666667E+001	3.7206084638E+001	3.4004399237E+001
1.4383333333E+001	3.7206227180E+001	3.4005640467E+001
1.4400000000E+001	3.7206369503E+001	3.4006878863E+001
1.4416666667E+001	3.7206511607E+001	3.4008114434E+001
1.4433333333E+001	3.7206653492E+001	3.4009347188E+001
1.4450000000E+001	3.7206795158E+001	3.4010577133E+001
1.4466666667E+001	3.7206936607E+001	3.4011804277E+001
1.4483333333E+001	3.7207077837E+001	3.4013028628E+001
1.4500000000E+001	3.7207218849E+001	3.4014250196E+001
1.4516666667E+001	3.7207359644E+001	3.4015468986E+001
1.4533333333E+001	3.7207500222E+001	3.4016685009E+001
1.4550000000E+001	3.7207640584E+001	3.4017898272E+001
1.4566666667E+001	3.7207780728E+001	3.4019108783E+001
1.4583333333E+001	3.7207920657E+001	3.4020316549E+001
1.4600000000E+001	3.7208060370E+001	3.4021521580E+001
1.4616666667E+001	3.7208199867E+001	3.4022723883E+001
1.4633333333E+001	3.7208339149E+001	3.4023923465E+001
1.4650000000E+001	3.7208478216E+001	3.4025120335E+001
1.4666666667E+001	3.7208617068E+001	3.4026314500E+001
1.4683333333E+001	3.7208755706E+001	3.4027505969E+001
1.4700000000E+001	3.7208894130E+001	3.4028694749E+001
1.4716666667E+001	3.7209032340E+001	3.4029880848E+001
1.4733333333E+001	3.7209170337E+001	3.4031064273E+001
1.4750000000E+001	3.7209308121E+001	3.4032245033E+001
1.4766666667E+001	3.7209445691E+001	3.4033423135E+001
1.4783333333E+001	3.7209583050E+001	3.4034598587E+001
1.4800000000E+001	3.7209720196E+001	3.4035771396E+001
1.4816666667E+001	3.7209857130E+001	3.4036941569E+001
1.4833333333E+001	3.7209993852E+001	3.4038109116E+001
1.4850000000E+001	3.7210130363E+001	3.4039274042E+001
1.4866666667E+001	3.7210266663E+001	3.4040436355E+001
1.4883333333E+001	3.7210402752E+001	3.4041596064E+001
1.4900000000E+001	3.7210538631E+001	3.4042753175E+001
1.4916666667E+001	3.7210674299E+001	3.4043907696E+001
1.4933333333E+001	3.7210809758E+001	3.4045059634E+001
1.4950000000E+001	3.7210945007E+001	3.4046208997E+001
1.4966666667E+001	3.7211080047E+001	3.4047355791E+001
1.4983333333E+001	3.7211214878E+001	3.4048500025E+001
1.5000000000E+001	3.7211349500E+001	3.4049641705E+001
1.5016666667E+001	3.7211483914E+001	3.4050780840E+001
1.5033333333E+001	3.7211618120E+001	3.4051917435E+001
1.5050000000E+001	3.7211752118E+001	3.4053051498E+001
1.5066666667E+001	3.7211885908E+001	3.4054183037E+001
1.5083333333E+001	3.7212019492E+001	3.4055312058E+001
1.5100000000E+001	3.7212152868E+001	3.4056438569E+001
1.5116666667E+001	3.7212286038E+001	3.4057562577E+001
1.5133333333E+001	3.7212419001E+001	3.4058684088E+001
1.5150000000E+001	3.7212551759E+001	3.4059803110E+001
1.5166666667E+001	3.7212684311E+001	3.4060919651E+001
1.5183333333E+001	3.7212816657E+001	3.4062033716E+001
1.5200000000E+001	3.7212948798E+001	3.4063145313E+001
1.5216666667E+001	3.7213080735E+001	3.4064254449E+001
1.5233333333E+001	3.7213212467E+001	3.4065361130E+001
1.5250000000E+001	3.7213343995E+001	3.4066465364E+001
1.5266666667E+001	3.7213475318E+001	3.4067567158E+001
1.5283333333E+001	3.7213606439E+001	3.4068666518E+001
1.5300000000E+001	3.7213737355E+001	3.4069763451E+001
1.5316666667E+001	3.7213868069E+001	3.4070857964E+001
1.5333333333E+001	3.7213998580E+001	3.4071950064E+001
1.5350000000E+001	3.7214128888E+001	3.4073039757E+001
1.5366666667E+001	3.7214258995E+001	3.4074127050E+001
1.5383333333E+001	3.7214388899E+001	3.4075211950E+001
1.5400000000E+001	3.7214518602E+001	3.4076294464E+001
1.5416666667E+001	3.7214648103E+001	3.4077374597E+001
1.5433333333E+001	3.7214777404E+001	3.4078452358E+001
1.5450000000E+001	3.7214906504E+001	3.4079527752E+001
1.5466666667E+001	3.7215035403E+001	3.4080600786E+001
1.5483333333E+001	3.7215164102E+001	3.4081671466E+001
