0.0000000000E+000 3.6800000000E+001
1.6666666667E-002 3.6802651271E+001
3.3333333333E-002 3.6805417751E+001
5.0000000000E-002 3.6808145779E+001
6.6666666667E-002 3.6810838887E+001
8.3333333333E-002 3.6813499862E+001
1.0000000000E-001 3.6816130899E+001
1.1666666667E-001 3.6818733760E+001
1.3333333333E-001 3.6821309870E+001
1.5000000000E-001 3.6823860401E+001
1.6666666667E-001 3.6826386323E+001
1.8333333333E-001 3.6828888446E+001
2.0000000000E-001 3.6831367453E+001
2.1666666667E-001 3.6833823923E+001
2.3333333333E-001 3.6836258347E+001
2.5000000000E-001 3.6838671143E+001
2.6666666667E-001 3.6841062670E+001
2.8333333333E-001 3.6843433242E+001
3.0000000000E-001 3.6845783129E+001
3.1666666667E-001 3.6848112569E+001
3.3333333333E-001 3.6850421773E+001
3.5000000000E-001 3.6852710928E+001
3.6666666667E-001 3.6854980201E+001
3.8333333333E-001 3.6857229743E+001
4.0000000000E-001 3.6859459691E+001
4.1666666667E-001 3.6861670173E+001
4.3333333333E-001 3.6863861310E+001
4.5000000000E-001 3.6866033217E+001
4.6666666667E-001 3.6868186003E+001
4.8333333333E-001 3.6870319771E+001
5.0000000000E-001 3.6872434621E+001
5.1666666667E-001 3.6874530647E+001
5.3333333333E-001 3.6876607942E+001
5.5000000000E-001 3.6878666595E+001
5.6666666667E-001 3.6880706695E+001
5.8333333333E-001 3.6882728326E+001
6.0000000000E-001 3.6884731576E+001
6.1666666667E-001 3.6886716528E+001
6.3333333333E-001 3.6888683266E+001
6.5000000000E-001 3.6890631875E+001
6.6666666667E-001 3.6892562439E+001
6.8333333333E-001 3.6894475044E+001
7.0000000000E-001 3.6896369777E+001
7.1666666667E-001 3.6898246727E+001
7.3333333333E-001 3.6900105984E+001
7.5000000000E-001 3.6901947641E+001
7.6666666667E-001 3.6903771791E+001
7.8333333333E-001 3.6905578529E+001
8.0000000000E-001 3.6907367954E+001
8.1666666667E-001 3.6909140163E+001
8.3333333333E-001 3.6910895259E+001
8.5000000000E-001 3.6912633344E+001
8.6666666667E-001 3.6914354521E+001
