0.0000000000E+000 0.0000000000E+000
1.6666666667E-002 1.5212768955E+002
3.3333333333E-002 7.2100115934E+001
5.0000000000E-002 4.3057269433E+001
6.6666666667E-002 3.5535079251E+001
8.3333333333E-002 2.9280845826E+001
1.0000000000E-001 2.3966535965E+001
1.1666666667E-001 1.9384884537E+001
1.3333333333E-001 1.5396438938E+001
1.5000000000E-001 1.1902433134E+001
1.6666666667E-001 8.8299238021E+000
1.8333333333E-001 6.1127085396E+000
2.0000000000E-001 3.7046964270E+000
2.1666666667E-001 1.3592496256E+000
2.3333333333E-001 -1.1996638928E+000
2.5000000000E-001 -3.4773791475E+000
2.6666666667E-001 -5.4992085896E+000
2.8333333333E-001 -7.2871509629E+000
3.0000000000E-001 -8.8604553315E+000
3.1666666667E-001 -1.0236114464E+001
3.3333333333E-001 -1.1429252310E+001
3.5000000000E-001 -1.2453429774E+001
3.6666666667E-001 -1.3320887448E+001
3.8333333333E-001 -1.4042739634E+001
4.0000000000E-001 -1.4447667211E+001
4.1666666667E-001 -1.4542357026E+001
4.3333333333E-001 -1.4457313724E+001
4.5000000000E-001 -1.4264745186E+001
4.6666666667E-001 -1.4005930310E+001
4.8333333333E-001 -1.3704740569E+001
5.0000000000E-001 -1.3375202642E+001
5.1666666667E-001 -1.3026044740E+001
5.3333333333E-001 -1.2673178750E+001
5.5000000000E-001 -1.2315017782E+001
5.6666666667E-001 -1.1952098944E+001
5.8333333333E-001 -1.1583063518E+001
6.0000000000E-001 -1.1207704386E+001
6.1666666667E-001 -1.0826348241E+001
6.3333333333E-001 -1.0439548021E+001
6.5000000000E-001 -1.0044312558E+001
6.6666666667E-001 -9.5996609319E+000
6.8333333333E-001 -9.0993589595E+000
7.0000000000E-001 -8.5523428020E+000
7.1666666667E-001 -7.9629076138E+000
7.3333333333E-001 -7.3347432466E+000
7.5000000000E-001 -6.6711040964E+000
7.6666666667E-001 -5.9749119650E+000
7.8333333333E-001 -5.2488225345E+000
8.0000000000E-001 -4.4952708835E+000
8.1666666667E-001 -3.7165042646E+000
8.3333333333E-001 -2.9146067186E+000
8.5000000000E-001 -2.0915181958E+000
8.6666666667E-001 -1.2490498277E+000
8.8333333333E-001 -3.8889640600E-001
9.0000000000E-001 4.8735322086E-001
9.1666666667E-001 1.3782073351E+000
9.3333333333E-001 2.2822637679E+000
9.5000000000E-001 3.1982032866E+000
9.6666666667E-001 4.1247837585E+000
9.8333333333E-001 5.0608349437E+000
1.0000000000E+000 6.0052538080E+000
1.0166666667E+000 6.9570002676E+000
1.0333333333E+000 7.9150933020E+000
1.0500000000E+000 8.8786073818E+000
1.0666666667E+000 9.8466691697E+000
1.0833333333E+000 1.0818454464E+001
1.1000000000E+000 1.1793185356E+001
1.1166666667E+000 1.2770127578E+001
1.1333333333E+000 1.3748588030E+001
1.1500000000E+000 1.4727912460E+001
1.1666666667E+000 1.5707483298E+001
1.1833333333E+000 1.6686717612E+001
1.2000000000E+000 1.7665065205E+001
1.2166666667E+000 1.8642006810E+001
1.2333333333E+000 1.9617052408E+001
