0.0000000000E+000	0.0000000000E+000	1.7738815111E-005
1.9600000000E-002	0.0000000000E+000	1.7156136781E-005
3.9200000000E-002	0.0000000000E+000	1.6573458451E-005
5.8800000000E-002	0.0000000000E+000	1.5990780121E-005
7.8400000000E-002	0.0000000000E+000	1.5408101791E-005
9.8000000000E-002	0.0000000000E+000	1.4825423461E-005
0.0000000000E+000	1.6666666667E-002	3.4271815048E-006
1.9600000000E-002	1.6666666667E-002	3.3998159071E-006
3.9200000000E-002	1.6666666667E-002	3.0691459678E-006
5.8800000000E-002	1.6666666667E-002	2.4177326755E-006
7.8400000000E-002	1.6666666667E-002	1.4177356825E-006
9.8000000000E-002	1.6666666667E-002	2.8485987423E-015
0.0000000000E+000	3.3333333333E-002	3.0147542445E-006
1.9600000000E-002	3.3333333333E-002	2.9865996783E-006
3.9200000000E-002	3.3333333333E-002	2.6924944192E-006
5.8800000000E-002	3.3333333333E-002	2.1182779857E-006
7.8400000000E-002	3.3333333333E-002	1.2417818156E-006
9.8000000000E-002	3.3333333333E-002	2.2928624243E-015
0.0000000000E+000	5.0000000000E-002	2.7341821094E-006
1.9600000000E-002	5.0000000000E-002	2.7054908478E-006
3.9200000000E-002	5.0000000000E-002	2.4364873211E-006
5.8800000000E-002	5.0000000000E-002	1.9150154274E-006
7.8400000000E-002	5.0000000000E-002	1.1223188590E-006
9.8000000000E-002	5.0000000000E-002	1.9306225202E-015
0.0000000000E+000	6.6666666667E-002	2.5315452988E-006
1.9600000000E-002	6.6666666667E-002	2.5024664419E-006
3.9200000000E-002	6.6666666667E-002	2.2517242275E-006
5.8800000000E-002	6.6666666667E-002	1.7684749254E-006
7.8400000000E-002	6.6666666667E-002	1.0361613242E-006
9.8000000000E-002	6.6666666667E-002	1.6772836639E-015
0.0000000000E+000	8.3333333333E-002	2.3780202037E-006
1.9600000000E-002	8.3333333333E-002	2.3486477029E-006
3.9200000000E-002	8.3333333333E-002	2.1118178230E-006
5.8800000000E-002	8.3333333333E-002	1.6576006697E-006
7.8400000000E-002	8.3333333333E-002	9.7094826780E-007
9.8000000000E-002	8.3333333333E-002	1.4904679938E-015
0.0000000000E+000	1.0000000000E-001	2.2571591314E-006
1.9600000000E-002	1.0000000000E-001	2.2275554705E-006
3.9200000000E-002	1.0000000000E-001	2.0017225462E-006
5.8800000000E-002	1.0000000000E-001	1.5704022671E-006
7.8400000000E-002	1.0000000000E-001	9.1964252998E-007
9.8000000000E-002	1.0000000000E-001	1.3470331054E-015
0.0000000000E+000	1.1666666667E-001	2.1589914860E-006
1.9600000000E-002	1.1666666667E-001	2.1292000739E-006
3.9200000000E-002	1.1666666667E-001	1.9123244764E-006
5.8800000000E-002	1.1666666667E-001	1.4996247997E-006
7.8400000000E-002	1.1666666667E-001	8.7798616229E-007
9.8000000000E-002	1.1666666667E-001	1.2333897569E-015
0.0000000000E+000	1.3333333333E-001	2.0771388591E-006
1.9600000000E-002	1.3333333333E-001	2.0471909032E-006
3.9200000000E-002	1.3333333333E-001	1.8377970282E-006
5.8800000000E-002	1.3333333333E-001	1.4406347434E-006
7.8400000000E-002	1.3333333333E-001	8.4325923858E-007
9.8000000000E-002	1.3333333333E-001	1.1410621309E-015
0.0000000000E+000	1.5000000000E-001	2.0074947746E-006
1.9600000000E-002	1.5000000000E-001	1.9774136233E-006
3.9200000000E-002	1.5000000000E-001	1.7744178765E-006
5.8800000000E-002	1.5000000000E-001	1.3905356090E-006
7.8400000000E-002	1.5000000000E-001	8.1373554542E-007
9.8000000000E-002	1.5000000000E-001	1.0646146882E-015
0.0000000000E+000	1.6666666667E-001	1.9481657446E-006
1.9600000000E-002	1.6666666667E-001	1.9179711309E-006
3.9200000000E-002	1.6666666667E-001	1.7206096814E-006
5.8800000000E-002	1.6666666667E-001	1.3484163170E-006
7.8400000000E-002	1.6666666667E-001	7.8872930162E-007
9.8000000000E-002	1.6666666667E-001	1.0008668158E-015
0.0000000000E+000	1.8333333333E-001	1.8954835632E-006
1.9600000000E-002	1.8333333333E-001	1.8651882002E-006
3.9200000000E-002	1.8333333333E-001	1.6728022837E-006
5.8800000000E-002	1.8333333333E-001	1.3109334056E-006
7.8400000000E-002	1.8333333333E-001	7.6650047008E-007
9.8000000000E-002	1.8333333333E-001	9.4603346906E-016
0.0000000000E+000	2.0000000000E-001	1.8480434734E-006
1.9600000000E-002	2.0000000000E-001	1.8176573873E-006
3.9200000000E-002	2.0000000000E-001	1.6297361211E-006
5.8800000000E-002	2.0000000000E-001	1.2771367209E-006
7.8400000000E-002	2.0000000000E-001	7.4646922477E-007
9.8000000000E-002	2.0000000000E-001	8.9835268058E-016
0.0000000000E+000	2.1666666667E-001	1.8047919030E-006
1.9600000000E-002	2.1666666667E-001	1.7743231047E-006
3.9200000000E-002	2.1666666667E-001	1.5904635564E-006
5.8800000000E-002	2.1666666667E-001	1.2463037668E-006
7.8400000000E-002	2.1666666667E-001	7.2819833320E-007
9.8000000000E-002	2.1666666667E-001	8.5649556456E-016
0.0000000000E+000	2.3333333333E-001	1.7649310144E-006
1.9600000000E-002	2.3333333333E-001	1.7343859889E-006
3.9200000000E-002	2.3333333333E-001	1.5542653884E-006
5.8800000000E-002	2.3333333333E-001	1.2178820046E-006
7.8400000000E-002	2.3333333333E-001	7.1135543126E-007
9.8000000000E-002	2.3333333333E-001	8.1944481218E-016
0.0000000000E+000	2.5000000000E-001	1.7278516285E-006
1.9600000000E-002	2.5000000000E-001	1.6972356955E-006
3.9200000000E-002	2.5000000000E-001	1.5205915702E-006
5.8800000000E-002	2.5000000000E-001	1.1914463513E-006
7.8400000000E-002	2.5000000000E-001	6.9568601180E-007
9.8000000000E-002	2.5000000000E-001	7.8641050088E-016
0.0000000000E+000	2.6666666667E-001	1.6930850539E-006
1.9600000000E-002	2.6666666667E-001	1.6624026368E-006
3.9200000000E-002	2.6666666667E-001	1.4890183436E-006
5.8800000000E-002	2.6666666667E-001	1.1666677132E-006
7.8400000000E-002	2.6666666667E-001	6.8099379296E-007
9.8000000000E-002	2.6666666667E-001	7.5677088632E-016
0.0000000000E+000	2.8333333333E-001	1.6602679530E-006
1.9600000000E-002	2.8333333333E-001	1.6295227800E-006
3.9200000000E-002	2.8333333333E-001	1.4592168265E-006
5.8800000000E-002	2.8333333333E-001	1.1432895669E-006
7.8400000000E-002	2.8333333333E-001	6.6712628781E-007
9.8000000000E-002	2.8333333333E-001	7.3003019339E-016
0.0000000000E+000	3.0000000000E-001	1.6291164318E-006
1.9600000000E-002	3.0000000000E-001	1.5983116885E-006
3.9200000000E-002	3.0000000000E-001	1.4309297781E-006
5.8800000000E-002	3.0000000000E-001	1.1211104544E-006
7.8400000000E-002	3.0000000000E-001	6.5396410960E-007
